Query,Subject,Percentage identity
AlmaEM3_00670,BBI64_29680,100
AlmaEM3_00670,BB08-1_00660,100
AlmaEM3_00670,BB01_03670,100
AlmaEM3_00670,BBI64_27700,99.863
AlmaEM3_00680,LA-Y3C_00670,100
AlmaEM3_00680,BBI64_27730,100
AlmaEM3_00680,BBI64_27690,100
AlmaEM3_00680,BBI64_29670,100
AlmaEM3_00680,BB08-1_00670,100
AlmaEM3_00680,BB01_03680,100
AlmaEM3_00690,LA-Y3C_00680,100
AlmaEM3_00690,BBI64_27740,100
AlmaEM3_00690,BBI64_27680,100
AlmaEM3_00690,BBI64_27770,100
AlmaEM3_00690,BBI64_29660,100
AlmaEM3_00690,BB08-1_00680,100
AlmaEM3_00690,BB01_03690,100
AlmaEM3_00700,LA-Y3C_00690,100
AlmaEM3_00700,BB08-1_00690,100
AlmaEM3_00700,BB01_03700,100
AlmaEM3_00700,BBI64_27750,99.796
AlmaEM3_00700,BBI64_27670,99.796
AlmaEM3_00700,BBI64_29650,99.796
AlmaEM3_00710,LA-Y3C_00700,100
AlmaEM3_00710,BBI64_27620,100
AlmaEM3_00710,BBI64_27660,100
AlmaEM3_00710,BB08-1_00700,100
AlmaEM3_00710,BB01_03710,100
AlmaEM3_00720,LA-Y3C_00710,100
AlmaEM3_00720,BBI64_27610,100
AlmaEM3_00720,BBI64_27650,100
AlmaEM3_00720,BB08-1_00710,100
AlmaEM3_00720,BB01_03720,100
AlmaEM3_00730,LA-Y3C_00720,100
AlmaEM3_00730,BBI64_27600,100
AlmaEM3_00730,BBI64_27640,100
AlmaEM3_00730,BB08-1_00720,100
AlmaEM3_00730,BB01_03730,100
AlmaEM3_00740,LA-Y3C_00730,100
AlmaEM3_00740,BBI64_27590,100
AlmaEM3_00740,BBI64_27630,100
AlmaEM3_00740,BB08-1_00730,100
AlmaEM3_00740,BB01_03740,100
AlmaEM3_00750,LA-Y3C_00740,100
AlmaEM3_00750,BBI64_27580,100
AlmaEM3_00750,BB08-1_00740,100
AlmaEM3_00750,BB01_03750,100
AlmaEM3_00760,LA-Y3C_00750,100
AlmaEM3_00760,BB08-1_00750,100
AlmaEM3_00760,BB01_03760,100
AlmaEM3_00760,BBI64_27570,99.947
AlmaEM3_00770,LA-Y3C_00760,100
AlmaEM3_00770,BBI64_27560,100
AlmaEM3_00770,BB08-1_00760,100
AlmaEM3_00770,BB01_03770,100
AlmaEM3_00780,LA-Y3C_00770,100
AlmaEM3_00780,BBI64_27550,100
AlmaEM3_00780,BB08-1_00770,100
AlmaEM3_00780,BB01_03780,100
AlmaEM3_00790,LA-Y3C_00780,100
AlmaEM3_00790,BBI64_27540,100
AlmaEM3_00790,BB08-1_00780,100
AlmaEM3_00790,BB01_03790,100
AlmaEM3_00800,LA-Y3C_00790,100
AlmaEM3_00800,BBI64_27530,100
AlmaEM3_00800,BB08-1_00790,100
AlmaEM3_00800,BB01_03800,100
AlmaEM3_00810,LA-Y3C_00800,100
AlmaEM3_00810,BBI64_27520,100
AlmaEM3_00810,BB08-1_00800,100
AlmaEM3_00810,BB01_03810,100
AlmaEM3_00820,LA-Y3C_00810,100
AlmaEM3_00820,BBI64_27510,100
AlmaEM3_00820,BB08-1_00810,100
AlmaEM3_00820,BB01_03820,100
AlmaEM3_00830,LA-Y3C_00820,100
AlmaEM3_00830,BBI64_27500,100
AlmaEM3_00830,BB08-1_00820,100
AlmaEM3_00830,BB01_03830,100
AlmaEM3_00840,LA-Y3C_00830,100
AlmaEM3_00840,BBI64_27490,100
AlmaEM3_00840,BB08-1_00830,100
AlmaEM3_00840,BB01_03840,100
AlmaEM3_00850,LA-Y3C_00840,100
AlmaEM3_00850,BBI64_27480,100
AlmaEM3_00850,BB08-1_00840,100
AlmaEM3_00850,BB01_03850,100
AlmaEM3_00860,LA-Y3C_00850,100
AlmaEM3_00860,BBI64_27470,100
AlmaEM3_00860,BB01_03860,100
AlmaEM3_00860,BB08-1_00850,99.928
AlmaEM3_00870,LA-Y3C_00860,100
AlmaEM3_00870,BBI64_27460,100
AlmaEM3_00870,BB08-1_00860,100
AlmaEM3_00870,BB01_03870,100
AlmaEM3_00880,LA-Y3C_00870,100
AlmaEM3_00880,BBI64_27450,100
AlmaEM3_00880,BB08-1_00870,100
AlmaEM3_00880,BB01_03880,100
AlmaEM3_00890,LA-Y3C_00880,100
AlmaEM3_00890,BBI64_27440,100
AlmaEM3_00890,BB08-1_00880,100
AlmaEM3_00890,BB01_03890,100
AlmaEM3_00900,LA-Y3C_00890,100
AlmaEM3_00900,BBI64_27430,100
AlmaEM3_00900,BB08-1_00890,100
AlmaEM3_00900,BB01_03900,100
AlmaEM3_00910,LA-Y3C_00900,100
AlmaEM3_00910,BBI64_27420,100
AlmaEM3_00910,BB08-1_00900,100
AlmaEM3_00910,BB01_03910,100
AlmaEM3_00920,LA-Y3C_00910,100
AlmaEM3_00920,BBI64_27410,100
AlmaEM3_00920,BB08-1_00910,100
AlmaEM3_00920,BB01_03920,100
AlmaEM3_00930,LA-Y3C_00920,100
AlmaEM3_00930,BBI64_27400,100
AlmaEM3_00930,BB08-1_00920,100
AlmaEM3_00930,BB01_03930,100
AlmaEM3_00940,LA-Y3C_00930,100
AlmaEM3_00940,BBI64_27390,100
AlmaEM3_00940,BB08-1_00930,100
AlmaEM3_00940,BB01_03940,100
AlmaEM3_00950,LA-Y3C_00940,100
AlmaEM3_00950,BB08-1_00940,100
AlmaEM3_00950,BB01_03950,100
AlmaEM3_00960,BB08-1_00950,100
AlmaEM3_00960,BB01_03960,100
AlmaEM3_00960,LA-Y3C_00950,99.903
AlmaEM3_00960,BBI64_27360,99.806
AlmaEM3_00970,LA-Y3C_00960,100
AlmaEM3_00970,BBI64_27350,100
AlmaEM3_00970,BB08-1_00960,100
AlmaEM3_00970,BB01_03970,100
AlmaEM3_00980,LA-Y3C_00970,100
AlmaEM3_00980,BBI64_27340,100
AlmaEM3_00980,BB08-1_00970,100
AlmaEM3_00980,BB01_03980,100
AlmaEM3_01000,LA-Y3C_00980,100
AlmaEM3_01000,BBI64_27330,100
AlmaEM3_01000,BB08-1_00980,100
AlmaEM3_01000,BB01_03990,100
AlmaEM3_01000,LA-Y3C_00990,100
AlmaEM3_01000,BBI64_27320,100
AlmaEM3_01000,BB08-1_00990,100
AlmaEM3_01000,BB01_04000,100
AlmaEM3_01010,BBI64_27320,100
AlmaEM3_01010,BB01_04000,100
AlmaEM3_01010,LA-Y3C_00990,99.843
AlmaEM3_01010,BB08-1_00990,99.686
AlmaEM3_01010,LA-Y3C_00980,100
AlmaEM3_01010,BBI64_27330,100
AlmaEM3_01010,BB08-1_00980,100
AlmaEM3_01010,BB01_03990,100
AlmaEM3_01020,LA-Y3C_01000,100
AlmaEM3_01020,BBI64_27310,100
AlmaEM3_01020,BB08-1_01000,100
AlmaEM3_01020,BB01_04010,100
AlmaEM3_01030,LA-Y3C_01010,100
AlmaEM3_01030,BBI64_27300,100
AlmaEM3_01030,BB01_04020,100
AlmaEM3_01030,BB08-1_01010,99.962
AlmaEM3_01040,LA-Y3C_01020,100
AlmaEM3_01040,BBI64_27290,100
AlmaEM3_01040,BB08-1_01020,100
AlmaEM3_01040,BB01_04030,100
AlmaEM3_01060,BBI64_27270,100
AlmaEM3_01060,BB01_04050,100
AlmaEM3_01060,BB08-1_01040,99.802
AlmaEM3_01060,LA-Y3C_01040,99.259
AlmaEM3_01070,BBI64_27260,100
AlmaEM3_01070,BB08-1_01050,100
AlmaEM3_01070,BB01_04060,100
AlmaEM3_01070,LA-Y3C_01050,99.574
AlmaEM3_01080,LA-Y3C_01060,100
AlmaEM3_01080,BBI64_27250,100
AlmaEM3_01080,BB08-1_01060,100
AlmaEM3_01080,BB01_04070,100
AlmaEM3_01090,BB01_04080,100
AlmaEM3_01090,BBI64_27240,99.887
AlmaEM3_01090,LA-Y3C_01070,98.333
AlmaEM3_01090,BB08-1_01070,98.222
AlmaEM3_01100,BB01_04090,100
AlmaEM3_01100,LA-Y3C_01080,99.496
AlmaEM3_01100,BBI64_27230,98.488
AlmaEM3_01100,BB08-1_01080,98.488
AlmaEM3_01110,LA-Y3C_01090,100
AlmaEM3_01110,BBI64_27220,100
AlmaEM3_01110,BB08-1_01090,100
AlmaEM3_01110,BB01_04100,100
AlmaEM3_01120,LA-Y3C_01100,100
AlmaEM3_01120,BBI64_27210,100
AlmaEM3_01120,BB08-1_01100,100
AlmaEM3_01120,BB01_04110,100
AlmaEM3_01130,LA-Y3C_01110,100
AlmaEM3_01130,BBI64_27200,100
AlmaEM3_01130,BB08-1_01110,100
AlmaEM3_01130,BB01_04120,100
AlmaEM3_01140,LA-Y3C_01120,100
AlmaEM3_01140,BBI64_27190,100
AlmaEM3_01140,BB08-1_01120,100
AlmaEM3_01140,BB01_04130,100
AlmaEM3_01150,LA-Y3C_01130,100
AlmaEM3_01150,BBI64_27180,100
AlmaEM3_01150,BB08-1_01130,100
AlmaEM3_01150,BB01_04140,100
AlmaEM3_01160,LA-Y3C_01140,100
AlmaEM3_01160,BBI64_27170,100
AlmaEM3_01160,BB08-1_01140,100
AlmaEM3_01160,BB01_04150,100
AlmaEM3_01160,LA-Y3C_01150,100
AlmaEM3_01160,BBI64_27160,100
AlmaEM3_01160,BB08-1_01150,100
AlmaEM3_01160,BB01_04160,100
AlmaEM3_01170,LA-Y3C_01150,100
AlmaEM3_01170,BBI64_27160,100
AlmaEM3_01170,BB08-1_01150,100
AlmaEM3_01170,BB01_04160,100
AlmaEM3_01170,LA-Y3C_01140,100
AlmaEM3_01170,BBI64_27170,100
AlmaEM3_01170,BB08-1_01140,100
AlmaEM3_01170,BB01_04150,100
AlmaEM3_01180,LA-Y3C_01160,100
AlmaEM3_01180,BBI64_27150,100
AlmaEM3_01180,BB08-1_01160,100
AlmaEM3_01180,BB01_04170,100
AlmaEM3_01190,BBI64_27140,100
AlmaEM3_01190,BB01_04180,100
AlmaEM3_01190,LA-Y3C_01170,99.738
AlmaEM3_01190,BB08-1_01170,99.738
AlmaEM3_01200,BB01_04190,100
AlmaEM3_01200,LA-Y3C_01180,99.883
AlmaEM3_01200,BB08-1_01180,99.883
AlmaEM3_01200,BBI64_27130,99.882
AlmaEM3_01210,BBI64_27120,100
AlmaEM3_01210,BB01_04200,100
AlmaEM3_01210,LA-Y3C_01190,99.894
AlmaEM3_01210,BB08-1_01190,99.894
AlmaEM3_01220,LA-Y3C_01200,100
AlmaEM3_01220,BBI64_27110,100
AlmaEM3_01220,BB08-1_01200,100
AlmaEM3_01220,BB01_04210,100
AlmaEM3_01230,LA-Y3C_01210,100
AlmaEM3_01230,BBI64_27100,100
AlmaEM3_01230,BB08-1_01210,100
AlmaEM3_01240,LA-Y3C_01220,100
AlmaEM3_01240,BBI64_27090,100
AlmaEM3_01240,BB08-1_01220,100
AlmaEM3_01240,BB01_04220,100
AlmaEM3_01250,LA-Y3C_01230,100
AlmaEM3_01250,BBI64_27080,100
AlmaEM3_01250,BB08-1_01230,100
AlmaEM3_01250,BB01_04230,100
AlmaEM3_01260,LA-Y3C_01240,100
AlmaEM3_01260,BBI64_27070,100
AlmaEM3_01260,BB08-1_01240,100
AlmaEM3_01260,BB01_04240,100
AlmaEM3_01270,LA-Y3C_01250,100
AlmaEM3_01270,BBI64_27060,100
AlmaEM3_01270,BB08-1_01250,100
AlmaEM3_01270,BB01_04250,100
AlmaEM3_01280,BB01_04260,100
AlmaEM3_01280,BB08-1_01260,99.573
AlmaEM3_01280,BBI64_27050,99.359
AlmaEM3_01280,LA-Y3C_01260,99.145
AlmaEM3_01290,BB01_04270,100
AlmaEM3_01290,LA-Y3C_01270,99.958
AlmaEM3_01290,BBI64_27040,99.788
AlmaEM3_01290,BB08-1_01270,99.323
AlmaEM3_01300,BBI64_27030,100
AlmaEM3_01300,BB01_04280,100
AlmaEM3_01300,LA-Y3C_01280,99.119
AlmaEM3_01300,BB08-1_01280,98.532
AlmaEM3_01310,BBI64_27020,100
AlmaEM3_01310,BB01_04290,100
AlmaEM3_01310,LA-Y3C_01290,97.134
AlmaEM3_01310,BB08-1_01290,97.134
AlmaEM3_01320,BBI64_27010,100
AlmaEM3_01320,BB01_04300,100
AlmaEM3_01320,LA-Y3C_01310,99.877
AlmaEM3_01320,BB08-1_01310,99.877
AlmaEM3_01330,BBI64_27000,100
AlmaEM3_01330,BB08-1_01320,100
AlmaEM3_01330,BB01_04310,100
AlmaEM3_01330,LA-Y3C_01320,98.407
AlmaEM3_01340,BBI64_26990,100
AlmaEM3_01340,BB01_04320,100
AlmaEM3_01340,LA-Y3C_01330,99.408
AlmaEM3_01340,BB08-1_01330,98.408
AlmaEM3_01340,LA-Y3C_01340,100
AlmaEM3_01340,BBI64_26980,100
AlmaEM3_01340,BB08-1_01340,100
AlmaEM3_01340,BB01_04330,100
AlmaEM3_01350,BBI64_26980,100
AlmaEM3_01350,BB01_04330,100
AlmaEM3_01350,LA-Y3C_01340,98.394
AlmaEM3_01350,BB08-1_01340,98.394
AlmaEM3_01350,LA-Y3C_01330,100
AlmaEM3_01350,BBI64_26990,100
AlmaEM3_01350,BB08-1_01330,100
AlmaEM3_01350,BB01_04320,100
AlmaEM3_01380,LA-Y3C_01360,100
AlmaEM3_01380,BBI64_26960,100
AlmaEM3_01380,BB08-1_01380,100
AlmaEM3_01380,BB01_04360,100
AlmaEM3_01390,LA-Y3C_01370,100
AlmaEM3_01390,BBI64_26950,100
AlmaEM3_01390,BB08-1_01390,100
AlmaEM3_01390,BB01_04370,100
AlmaEM3_01400,LA-Y3C_01380,100
AlmaEM3_01400,BBI64_26940,100
AlmaEM3_01400,BB08-1_01400,100
AlmaEM3_01400,BB01_04380,100
AlmaEM3_01410,BBI64_26930,100
AlmaEM3_01410,BB01_04390,100
AlmaEM3_01410,LA-Y3C_01390,99.788
AlmaEM3_01420,LA-Y3C_01400,100
AlmaEM3_01420,BBI64_26920,100
AlmaEM3_01420,BB01_04400,100
AlmaEM3_01420,BB08-1_01430,99.92
AlmaEM3_01420,BBI64_26900,100
AlmaEM3_01480,LA-Y3C_01460,100
AlmaEM3_01480,LA-Y3C_00570,100
AlmaEM3_01480,BBI64_21770,100
AlmaEM3_01480,BBI64_29770,100
AlmaEM3_01480,BB01_17250,100
AlmaEM3_01480,BB08-1_00570,99.877
AlmaEM3_01490,LA-Y3C_01470,100
AlmaEM3_01490,BBI64_21760,100
AlmaEM3_01490,BBI64_29760,100
AlmaEM3_01490,BB08-1_01510,100
AlmaEM3_01490,BB08-1_00580,100
AlmaEM3_01490,BB01_17260,100
AlmaEM3_01490,LA-Y3C_00580,99.86
AlmaEM3_01500,LA-Y3C_01480,100
AlmaEM3_01500,BBI64_21750,100
AlmaEM3_01500,BB08-1_01520,100
AlmaEM3_01500,BB01_17190,100
AlmaEM3_01510,LA-Y3C_01490,100
AlmaEM3_01510,BBI64_21740,100
AlmaEM3_01510,BB08-1_01530,100
AlmaEM3_01510,BB01_17180,100
AlmaEM3_01520,LA-Y3C_01500,100
AlmaEM3_01520,BBI64_21730,100
AlmaEM3_01520,BB08-1_01540,100
AlmaEM3_01520,BB01_17170,100
AlmaEM3_01530,LA-Y3C_01510,100
AlmaEM3_01530,BBI64_21720,100
AlmaEM3_01530,BB08-1_01550,100
AlmaEM3_01530,BB01_17160,100
AlmaEM3_01540,LA-Y3C_01520,100
AlmaEM3_01540,BBI64_21710,100
AlmaEM3_01540,BB08-1_01560,100
AlmaEM3_01540,BB01_17150,100
AlmaEM3_01550,LA-Y3C_01530,100
AlmaEM3_01550,BBI64_21700,100
AlmaEM3_01550,BB08-1_01570,100
AlmaEM3_01550,BB01_17140,100
AlmaEM3_01560,LA-Y3C_01540,100
AlmaEM3_01560,BBI64_21690,100
AlmaEM3_01560,BB08-1_01580,100
AlmaEM3_01560,BB01_17130,100
AlmaEM3_01570,LA-Y3C_01550,100
AlmaEM3_01570,BBI64_21680,100
AlmaEM3_01570,BB08-1_01590,100
AlmaEM3_01570,BB01_17120,100
AlmaEM3_01580,LA-Y3C_01560,100
AlmaEM3_01580,BBI64_21670,100
AlmaEM3_01580,BB08-1_01600,100
AlmaEM3_01580,BB01_17110,100
AlmaEM3_01590,LA-Y3C_01570,100
AlmaEM3_01590,BBI64_21660,100
AlmaEM3_01590,BB08-1_01610,100
AlmaEM3_01590,BB01_17100,100
AlmaEM3_01600,LA-Y3C_01580,100
AlmaEM3_01600,BBI64_21650,100
AlmaEM3_01600,BB08-1_01620,100
AlmaEM3_01600,BB01_17090,100
AlmaEM3_01600,LA-Y3C_01590,100
AlmaEM3_01600,BBI64_21640,100
AlmaEM3_01600,BB08-1_01630,100
AlmaEM3_01600,BB01_17080,100
AlmaEM3_01610,LA-Y3C_01590,100
AlmaEM3_01610,BBI64_21640,100
AlmaEM3_01610,BB08-1_01630,100
AlmaEM3_01610,BB01_17080,100
AlmaEM3_01610,LA-Y3C_01580,100
AlmaEM3_01610,BBI64_21650,100
AlmaEM3_01610,BB08-1_01620,100
AlmaEM3_01610,BB01_17090,100
AlmaEM3_01620,LA-Y3C_01600,100
AlmaEM3_01620,BBI64_21630,100
AlmaEM3_01620,BB08-1_01640,100
AlmaEM3_01620,BB01_17070,100
AlmaEM3_01630,LA-Y3C_01610,100
AlmaEM3_01630,BBI64_21620,100
AlmaEM3_01630,BB08-1_01650,100
AlmaEM3_01630,BB01_17060,100
AlmaEM3_01640,BB01_17050,100
AlmaEM3_01640,LA-Y3C_01620,99.896
AlmaEM3_01640,BBI64_21610,99.896
